id,name,This is the current 'specialisation_id' linked to this practice,This is the current specialisation 'name' linked to this 'specialisation_id',What specialisation_id should this practice be linked to?,What is the respective specailisation name/type of the 'specialisation_id' linked to this practice?,What is the respective Practice Type?,specialisation_id,name,specialisation_name
6894,King Dinuzulu Family Planning,2,Other,27,Obstetrics / Gynaecology,Specialist Department,,,
5954,Tambo Memorial Occupational Therapy PSYCHIATRY,278,Occupational Therapy Psychiatry,124,Occupational Therapy,Specialist Department,,,
7208,Dr L Da Costa Bonteheuwel,2,Other,420,General,General Practice,,,
5977,Dept of Correctional Services - Drakenstein,2,Other,420,General,Correctional Centre,,,
6045,Groote Schuur Liver Clinic,2,Other,156,Gastroenterology,Specialist Department,,,
6050,TruCare Occupational Health,2,Other,124,Occupational Therapy,Specialist Department,,,
6896,Dr Jacques Neethling,2,Other,420,General,General Practice,,,
6055,Execuspecs Vincent Park,2,Other,17,Optometry,Specialist Department,,,
6056,The Local Choice Pharmacy - Tramshed,2,Other,420,General,Pharmacy,,,
6914,Glynnview Psychiatry,37,Psychiatry,37,Psychiatry,Specialist Department,,,
6897,Dr Tevia Zieff,2,Other,420,General,General Practice,,,
6059,"Dr I A Abdoola (373 Monty Naicker Street, Durban, 4001)",2,Other,420,General,General Practice,,,
6063,"Cindimpilo Health Care Services (140 Joe Slovo Street, Durban, 4001)",2,Other,420,General,Medical Centre,,,
6074,"Dr Nasir Ismail Meer (45 Joseph Nduli Street, Durban, 4001)",2,Other,420,General,General Practice,,,
6104,Pako Seboko Clinic,2,Other,420,General,Clinic,,,
6899,Obs Medical Dental,2,Other,259,Oral Medicine,Specialist Department,,,
6113,"Dr Bongisani Manukuza (235 Simelane Drive, Umlazi, 4066)",2,Other,420,General,General Practice,,,
6904,Link Hills Pharmacy,2,Other,420,General,Pharmacy,,,
6118,"Dr Shannon Naidoo (141 Avoca hills drive shop 8,Avoca hills)",2,Other,420,General,General Practice,,,
6898,Tygerberg Gynaecology Oncology,231,Gynaecology Oncology,19,Oncology,Specialist Department,,,
6128,Mayville Medical Center (Dr N Thomas) - 3 Harcombe Gardens White House,2,Other,420,General,General Practice,,,
6900,The Open Circle (Home for adults with Intellectual Disability and challenging behaviour),2,Other,420,General,Medical Centre,,,
6902,SA Onsite Medicals,2,Other,420,General,Medical Centre,,,
6906,Dr Charlotte Louise Enslin Inc,2,Other,420,General,General Practice,,,
6907,Nelson Mandela Rheumatology,253,Rheumatology,253,Rheumatology,Specialist Department,,,
6908,N Gumede T/A Torga Optical Promenade,2,Other,17,Optometry,Specialist Department,,,
6909,Chiva South Africa,2,Other,169,Infectious disease,Specialist Department,,,
6910,Grabouw CDC Emergency Centre,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
6911,Westcoast Paediatrics,2,Other,28,Paediatrics,Specialist Department,,,
6912,LOUISE (LM) HERHOLDT,2,Other,124,Occupational Therapy,Specialist Department,,,
6913,Dr Babalwa Ncence,2,Other,420,General,General Practice,,,
6915,Dr ML Swart,2,Other,420,General,General Practice,,,
6916,Dr Abdurahman Community Health Centre,2,Other,420,General,General Practice,,,
6917,King Dinuzulu Dental,2,Other,259,Oral Medicine,Specialist Department,,,
6918,Malherbe T J,2,Other,420,General,General Practice,,,
6919,Unjani Clinic - Vosloorus,2,Other,420,General,Clinic,,,
6895,Dr. Pixley Ka-Isaka Seme Memorial Hospital Surgery Department,22,General Surgery,22,General Surgery,Specialist Department,,,
4911,Dr Walter Keuck Surgery,2,Other,22,General surgery,Specialist Department,,,
5858,Mbokotwana Clinic,2,Other,420,General,Clinic,,,
5083,Lumusa healthcare (Dr Namhla N. Peter),2,Other,420,General,General Practice,,,
6901,"Drs PS Neethling, LD Nel and D W Beukes",2,Other,420,General,General Practice,,,
5865,Weskus FamMed,2,Other,420,General,General Practice,,,
7205,Francis Baard Health District Office,2,Other,420,General,Non-medical practice,,,
6905,DRs Malherbe & Malherbe,2,Other,420,General,General Practice,,,
5955,Tambo Memorial Occupational Therapy NEURO,276,Occupational Therapy Neuro,124,Occupational Therapy,Specialist Department,,,
5942,Livingstone Maxillofacial and Oral Surgery,279,Maxillofacial and Oral Surgery Referral Form,280,Maxillofacial and Oral Surgery,Specialist Department,,,
7212,Dr Nozizwe Olgah Nkuna,2,Other,420,General,General Practice,,,
6060,"Dr Zhinelle Brown (27 Belvedere Drive Watsonia Tongaat, 4399)",2,Other,420,General,General Practice,,,
6920,Ntapane Clinic,2,Other,420,General,Clinic,,,
6064,"Dr B Dawduth (193 Earlsfield Drive, Earlsfield, 4037)",2,Other,420,General,General Practice,,,
6105,Dithakong Clinic,2,Other,420,General,Clinic,,,
6109,"Dr Rynal Devanathan (95 Lenny Naidu Drive, Bayview, 4092)",2,Other,420,General,General Practice,,,
3265,Knysna Town Clinic,2,Other,420,General,Clinic,,,
739,CHBAH Obstetrics,2,Other,27,Obstetrics / Gynaecology,Specialist Department,,,
6114,Dr Thokozani Bongumusa Mdluli (524 Newlands West Drive),2,Other,420,General,General Practice,,,
6120,"Dr Jacob Frederick Strauss (90 Qashana Khuzwayo Road, New Germany, 3610)",2,Other,420,General,General Practice,,,
1024,Mowbray Maternity Hospital,2,Other,27,Obstetrics / Gynaecology,Specialist Department,,,
5084,Dr's F du Plessis en MA van Niekerk,2,Other,420,General,General Practice,,,
5860,Moore Street Clinic,2,Other,420,General,Clinic,,,
5097,Salie Optometrists,2,Other,17,Optometry,Specialist Department,,,
5106,3rd Year Physio Logbook (2021),162,SU Students - Physiotherapy,123,Physiotherapy,University,,,
5098,A Parker Optometrist,2,Other,17,Optometry,Specialist Department,,,
5861,Motherwell NU 8 Clinic,2,Other,420,General,Clinic,,,
5099,Mediclinic Newcastle,2,Other,420,General,Hospital,,,
5104,"Dr Graham Jacobs, Mitchells Plain ",2,Other,420,General,General Practice,,,
6061,"Dr Eleanor Carr (3 Warwick Place, New Germany, 3610)",2,Other,420,General,General Practice,,,
5105,Dr. JM Rabinowitz,2,Other,420,General,General Practice,,,
5108,Clicks Pharmacy - Amalinda,2,Other,420,General,Pharmacy,,,
2464,Grey's Anaesthesiology,128,Anaesthesiology,128,Anaesthesiology,Specialist Department,,,
6065,"Dr S Dlamini Medic (120 Mayibuye Drive, Umlazi Section P, 4066)",2,Other,420,General,General Practice,,,
5112,Eksteen Optometrists,2,Other,17,Optometry,Specialist Department,,,
5114,Bierman Van Zyl optometrist Vredendal,2,Other,17,Optometry,Specialist Department,,,
6071,"Dr Sudir Maharaj (Manqoba Road, Bothas Hill, 3610)",2,Other,420,General,General Practice,,,
5115,Orion Organisation,2,Other,420,General,Non-medical practice,,,
5118,Dr Jeetesh Ranchod,2,Other,420,General,General Practice,,,
6077,"Dr PN Mpanza (48 Old main Rd,Hillcrest)",2,Other,420,General,General Practice,,,
5122,Jenny Armstrong Back - Clinical Psychologist,125,Psychology,125,Psychology,Specialist Department,,,
5123,Sekororo Hospital,2,Other,420,General,Hospital,,,
6080,"Dr Sibusiso Goodman Ndlovu (24 Josiah Gumede Road, Pinetown, 3610)",2,Other,420,General,General Practice,,,
5096,Groote Schuur Lipidology,230,Lipidology,230,Lipidology,Specialist Department,,,
5154,Dr JPC Katzke,2,Other,420,General,General Practice,,,
6085,"Dr Olushola Oluranti Omoyeni (15 Gillespie Street, Durban, 4001)",2,Other,420,General,General Practice,,,
5159,Taung Hospital,2,Other,420,General,Hospital,,,
5157,Vula testing Ophthalmology,1,Ophthalmology,1,Ophthalmology,Specialist Department,,,
5160,Groblersdal hospital,2,Other,420,General,Hospital,,,
5161,Still Bay Clinic,2,Other,420,General,Clinic,,,
6119,"Dr Sagren Shanmugam Naidoo (43 Havenside Drive, Havenside, 4092)",2,Other,420,General,General Practice,,,
5164,Frere ENT,2,Other,15,Otorhinolaryngology,Specialist Department,,,
5169,Bril Paarl (Mr W Fourie),2,Other,17,Optometry,Specialist Department,,,
6107,Tsineng clinic,2,Other,420,General,Clinic,,,
5207,Dr Patrice Thamsanqa Maneli,2,Other,420,General,General Practice,,,
5212,Colinton Surgery,2,Other,420,General,General practice,,,
5217,Dr Estelle Lawrence,2,Other,420,General,General Practice,,,
5233,Apffelstaedt Hoosain and associates,2,Other,420,General,General Practice,,,
5234,Dr Landi Lombard Inc,2,Other,420,General,General Practice,,,
5235,Desmond Tutu Health Foundation Trials Unit,2,Other,420,General,Non-medical practice,,,
5238,Groote Schuur Cardiothoracic Surgery,2,Other,4,Cardiology,Specialist Department,,,
5240,Rondevlei Medical Dental Physiotherapy Care,2,Other,123,Physiotherapy,Specialist Department,,,
5241,Dr Ingrid-Rosa Grauls,2,Other,420,General,General Practice,,,
5243,NMFC Rotation - Block 4,226,NMFC Rotation,16,Family Medicine,University,,,
6921,Xurana Clinic,2,Other,420,General,Clinic,,,
5859,Winterberg TB Hospital,2,Other,169,Infectious disease,Specialist Department,,,
5085,Tygerberg Breast Clinic (Will respond within 3 working days),236,Western Cape Breast Clinic Referral,22,General Surgery,Specialist Department,,,
170,Prof ZK Matthews Hospital,2,Other,420,General,Hospital,,,
5100,Neovision Optometrist Sanbury Square,2,Other,17,Optometry,Specialist Department,,,
6066,"Dr Taki Dube Practice (271 Ipahla Rd, Athlone Park, Amanzimtoti, 4126)",2,Other,420,General,General Practice,,,
5107,SU Physiotherapy Students (2021 3rd year),2,Other,123,Physiotherapy,University,,,
171,Montagu Hospital,2,Other,420,General,Hospital,,,
6930,Umtata Gateway Clinic,2,Other,420,General,Clinic,,,
5109,Eastridge Clinic,2,Other,420,General,Clinic,,,
5113,Dr Deborah Hilda Rabinowitz (Becker),2,Other,420,General,General Practice,,,
6079,"Dr Shunmugam Naidoo (110 Arena Park Dr, Chatsworth, Durban, 4092)",2,Other,420,General,General Practice,,,
5116,Khutsong Pharmacy,2,Other,420,General,Pharmacy,,,
6121,"Dr Morgan Khanye (32a Hill Street, Pinetown, 3610)",2,Other,420,General,General Practice,,,
5119,Holani Clinic,2,Other,420,General,Clinic,,,
5124,Boikutsong Clinic,2,Other,420,General,Clinic,,,
5155,Dr Rahiema Parker,2,Other,420,General,General Practice,,,
5158,Demo Profile Nigeria,167,Vula testing & support,420,General,Vula,,,
5162,Dr D Bruce,2,Other,420,General,General Practice,,,
5165,Dr Gary Michael Allie,2,Other,420,General,General Practice,,,
5170,Dr Govindsamy Govender,2,Other,420,General,General Practice,,,
1440,"New Somerset ENT (Mon-Fri, 7am - 4pm only)",15,ENT,15,Otorhinolaryngology,Specialist Department,,,
5171,Dr Andrew Thomas Loubser,2,Other,420,General,General Practice,,,
5208,Dr Zimkhitha Tuswa,2,Other,420,General,General Practice,,,
5213,Dr Derendra Jagjivan,2,Other,420,General,General Practice,,,
5216,Dr JM van Rooyen,2,Other,420,General,General Practice,,,
5218,Dr MI Sithole,2,Other,420,General,General Practice,,,
5225,"Nondumiso Shange (460 Anton Lembede street, Durban, Unit 14 Section A1)",2,Other,420,General,General Practice,,,
5236,Siyakhathala Clinic,2,Other,420,General,Clinic,,,
5239,Dr L A Wolhuter,2,Other,420,General,General Practice,,,
5242,Ingress Healthcare,2,Other,420,General,Medical Centre,,,
5244,Durban Metropolitan Hands unit,7,Orthopaedics,7,Orthopaedics,Specialist Department,,,
6922,Tombo CHC,2,Other,420,General,CHC,,,
7213,Dr Marlon Appolis,2,Other,420,General,General Practice,,,
5862,Molteno Clinic,2,Other,420,General,Clinic,,,
5101,Dr James Laing,2,Other,420,General,General Practice,,,
194,Gouda Clinic,2,Other,420,General,Clinic,,,
5117,Mitchell’s Plain School of Skills,2,Other,420,General,Non-medical practice,,,
5086,Groote Schuur Breast Clinic (Will respond within 3 working days),313,Groote Schuur Breast Clinic,22,General Surgery,Specialist Department,,,
5120,Medicross Fish Hoek,2,Other,420,General,Hospital,,,
5267,Rightmed Zuzimpilo Pharmacy,2,Other,420,General,Pharmacy,,,
5125,Laudium Clinic,2,Other,420,General,Clinic,,,
5256,Inkosi Albert Luthuli Central Hospital - Plastic Surgery ( DO NOT USE),2,Other,419,Plastic Surgery,Specialist Department,,,
6067,"Dr Gericke A & E (8 Murray Smith Rd, Winklespruit, Amanzimtoti, 4126)",2,Other,420,General,General Practice,,,
5156,Phoenix Assessment and Therapy Centre,2,Other,420,General,Medical Centre,,,
5163,Madadeni - Internal Medicine,21,Internal Medicine,21,Internal Medicine,Specialist Department,,,
6075,"Dr. S.S.W. MJIYAKO (Shop No. 115, Tiptop Centre, 24 Josiah Gumede Rd, Pinetown)",2,Other,420,General,General Practice,,,
5166,W F Knobel Hospital,2,Other,420,General,Hospital,,,
7215,Eastview Medical Centre (Zimbabwe),2,Other,420,General,Medical Centre,,,
5172,Dr Marrof Zalisile Njamela,2,Other,420,General,General Practice,,,
6081,"Dr Siphesihle Reward Ngcobo (50 Mangosuthu Highway,Umlazi, 4066)",2,Other,420,General,General Practice,,,
5209,Dr Suhana Gokul,2,Other,420,General,General Practice,,,
6089,"Dr Pratish Panday (Mfundi Mngadi Drive, Kwamakuta, 4126)",2,Other,420,General,General Practice,,,
5211,Dr Zoran Aleksic,2,Other,420,General,General Practice,,,
5214,Dr Tyrone Benjamin Moodaley,2,Other,420,General,General Practice,,,
6098,"Dr Dhunraj Sookoo (18 Wavemore Place,Phoenix 4068)",2,Other,420,General,General Practice,,,
5219,Dr Rene Elise Lewin,2,Other,420,General,General Practice,,,
7216,Dr.  A.R .Jivanjee,2,Other,420,General,General Practice,,,
5237,I Max Optometrist,2,Other,17,Optometry,Specialist Department,,,
6122,"Dr Avishka Baichan (Umhlanga Rocks, 4319)",2,Other,420,General,General Practice,,,
5245,Dr Adelaide Andrade,2,Other,420,General,General Practice,,,
2059,Groote Schuur Internal Medicine Outpatients (MOPD),21,Internal Medicine,21,Internal Medicine,Specialist Department,,,
6125,"Dr Sudeshan Govender (6a Cnr Sanele Nxumalo Lane & Laura Street, Tongaat, 4399)",2,Other,420,General,General Practice,,,
5110,SU Nursing Facilitators,165,SU Students - Nursing,165,SU Nursing,University,,,
5254,Dr Theresa Jordaan,2,Other,420,General,General Practice,,,
5257,University of thw Western Cape Dental Faculty,2,Other,259,Oral Medicine,Specialist Department,,,
5263,Harper & Associates Clinical Optometrists,2,Other,17,Optometry,Specialist Department,,,
5264,Philadelphia hospital,2,Other,420,General,Hospital,,,
5270,Drs de Jongh and Coetzee,2,Other,420,General,General Practice,,,
5273,SpecSavers Wynberg,2,Other,17,Optometry,Specialist Department,,,
5277,Dr Carol Ann Cowburn,2,Other,420,General,General Practice,,,
5278,Rehoboth Medi Services,2,Other,420,General,Clinic,,,
5279,Dr Michelle Foulds - Counselling Psychologist,2,Other,125,Psychology,Specialist Department,,,
5280,Happiness Project - Team 2,239,Happiness Project,37,Psychiatry,Specialist Department,,,
5282,Happiness Project - Team 4,239,Happiness Project,37,Psychiatry,Specialist Department,,,
5246,Retina SA,265,Retina SA,1,Ophthalmology,Specialist Department,,,
7217,Cato Manor CHC,2,Other,420,General,CHC,,,
5087,Bongie-Mosetene Optometrist,2,Other,17,Optometry,Specialist Department,,,
5863,Molteno Hospital,2,Other,420,General,Hospital,,,
5102,Rahima Moosa Paediatric Gastroenterology/ Hepatology,238,Paediatric Gastroenterology/Hepatology,238,Paediatric Gastroenterology,Specialist Department,,,
6068,"Synapta Clinical Research (94 Charlotte Maxeke Street, Durban, 4001)",2,Other,420,General,Research Centre,,,
5111,Voorbrug pharmacy,2,Other,420,General,Pharmacy,,,
5121,Dr LR Olivier,2,Other,420,General,General Practice,,,
6108,Churchill clinic,2,Other,420,General,Clinic,,,
5126,Vryheid Anaesthetic Referrals,128,Anaesthesiology,128,Anaesthesiology,Specialist Department,,,
6123,"Desmed Clinic (Dr Ebrahim Desai) - Inanda, 4309",2,Other,420,General,General Practice,,,
5167,Dr Stuart Gregg Loyson,2,Other,420,General,General Practice,,,
5173,Dr Christian Zolia Mbovane,2,Other,420,General,General Practice,,,
4877,Livingstone Anaesthesia,128,Anaesthesiology,128,Anaesthesiology,Specialist Department,,,
6129,Wrenchville Clinic,2,Other,420,General,Clinic,,,
5215,Dr Hedley Neil Bloem,2,Other,420,General,General Practice,,,
5220,Intercare Milnerton,2,Other,420,General,Medical Centre,,,
6139,Raaswater Clinic,2,Other,420,General,Clinic,,,
5224,"Dr Kevindra Naidu (Avondale Medical and Dental Centre 95 Clarence Road, Essenwood)",2,Other,420,General,General Practice,,,
5231,"Dr Balachundran Chetty (75 Moorcross Drive, Morton, Chatsworth)",2,Other,420,General,General Practice,,,
6172,Aurora Pharmacy & Clinic,2,Other,420,General,Pharmacy,,,
5247,D-eye-mension Optical,2,Other,17,Optometry,Specialist Department,,,
5255,Dr Gertrude Lwandlekazi Mzalisi,2,Other,420,General,General Practice,,,
6173,Steve Lyhne Optometrist,2,Other,17,Optometry,Specialist Department,,,
5258,Neovision Paarl,2,Other,17,Optometry,Specialist Department,,,
5265,Livingstone Hospital - Radiation Oncology Dept,2,Other,19,Oncology,Specialist Department,,,
6174,Dr Ockert Jacobus Strydom,2,Other,420,General,General Practice,,,
5268,Chris Hani Baragwanath Hospital - Neurosurgery,18,Neurosurgery,18,Neurosurgery,Specialist Department,,,
911,Victoria Hospital Wynberg - Surgery ACUTE/EMERGENCY,22,General Surgery,22,General Surgery,Specialist Department,,,
